MSG,3,1,1,780A5C,1,2018/04/03,19:02:28.298,2018/04/10,21:24:39.438,,33000,,,,,,,,,,0
MSG,4,1,1,42460C,1,2018/04/03,19:02:28.336,2018/04/10,21:24:39.438,,,418,170,,,0,,,,,0
MSG,4,1,1,400159,1,2018/04/03,19:02:28.337,2018/04/10,21:24:39.438,,,203,314,,,-640,,,,,
MSG,5,1,1,400159,1,2018/04/03,19:02:28.345,2018/04/10,21:24:39.438,,2675,,,,,,,0,,0,
MSG,3,1,1,4249B5,1,2018/04/03,19:02:28.360,2018/04/10,21:24:39.438,,7000,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:28.367,2018/04/10,21:24:39.438,,,,,,,,1017,0,0,0,
MSG,8,1,1,504DD9,1,2018/04/03,19:02:28.367,2018/04/10,21:24:39.438,,,,,,,,,,,,
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.384,2018/04/10,21:24:39.438,,7000,,,,,,,,,,
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.390,2018/04/10,21:24:39.438,,7000,,,,,,,,,,
MSG,4,1,1,424263,1,2018/04/03,19:02:28.402,2018/04/10,21:24:39.438,,,472,76,,,-64,,,,,0
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.405,2018/04/10,21:24:39.439,,7000,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.406,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,4,1,1,71BE34,1,2018/04/03,19:02:28.426,2018/04/10,21:24:39.439,,,514,65,,,0,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.432,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.432,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,4,1,1,4249B5,1,2018/04/03,19:02:28.439,2018/04/10,21:24:39.439,,,226,316,,,0,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.451,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.451,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.458,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.482,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.483,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.485,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,3,1,1,71BE34,1,2018/04/03,19:02:28.501,2018/04/10,21:24:39.439,,35000,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.509,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.511,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.513,2018/04/10,21:24:39.439,,,,,,,,,,,,0
MSG,3,1,1,780C5D,1,2018/04/03,19:02:28.517,2018/04/10,21:24:39.439,,31000,,,,,,,,,,0
MSG,1,1,1,424263,1,2018/04/03,19:02:28.521,2018/04/10,21:24:39.440,UTA470  ,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.535,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.536,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.544,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.544,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,4,1,1,780C5D,1,2018/04/03,19:02:28.557,2018/04/10,21:24:39.440,,,540,77,,,-64,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.561,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,3,1,1,400159,1,2018/04/03,19:02:28.577,2018/04/10,21:24:39.440,,2675,,,,,,,,,,
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.588,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,4,1,1,780A5C,1,2018/04/03,19:02:28.589,2018/04/10,21:24:39.440,,,530,86,,,0,,,,,0
MSG,4,1,1,4CAAAE,1,2018/04/03,19:02:28.589,2018/04/10,21:24:39.440,,,310,266,,,-1856,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.599,2018/04/10,21:24:39.440,,,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:28.607,2018/04/10,21:24:39.441,,,,,,,,1017,0,0,0,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.612,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,3,1,1,4CAAAE,1,2018/04/03,19:02:28.619,2018/04/10,21:24:39.441,,25375,,,,,,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:28.625,2018/04/10,21:24:39.441,,,,,,,,,,,,
MSG,3,1,1,424263,1,2018/04/03,19:02:28.631,2018/04/10,21:24:39.441,,35025,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.638,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.639,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,5,1,1,4249B5,1,2018/04/03,19:02:28.649,2018/04/10,21:24:39.441,,7000,,,,,,,0,,0,
MSG,8,1,1,400159,1,2018/04/03,19:02:28.650,2018/04/10,21:24:39.441,,,,,,,,,,,,
MSG,6,1,1,4249B5,1,2018/04/03,19:02:28.656,2018/04/10,21:24:39.441,,,,,,,,2751,0,0,0,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.664,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.405,2018/04/10,21:24:39.441,,7000,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.406,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,4,1,1,71BE34,1,2018/04/03,19:02:28.426,2018/04/10,21:24:39.441,,,514,65,,,0,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.432,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.432,2018/04/10,21:24:39.441,,,,,,,,,,,,0
MSG,4,1,1,4249B5,1,2018/04/03,19:02:28.439,2018/04/10,21:24:39.441,,,226,316,,,0,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.451,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.451,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.458,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.482,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.483,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.485,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,3,1,1,71BE34,1,2018/04/03,19:02:28.501,2018/04/10,21:24:39.442,,35000,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.509,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.511,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.513,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,3,1,1,780C5D,1,2018/04/03,19:02:28.517,2018/04/10,21:24:39.442,,31000,,,,,,,,,,0
MSG,1,1,1,424263,1,2018/04/03,19:02:28.521,2018/04/10,21:24:39.442,UTA470  ,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.535,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.536,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:28.544,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.544,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,4,1,1,780C5D,1,2018/04/03,19:02:28.557,2018/04/10,21:24:39.442,,,540,77,,,-64,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.561,2018/04/10,21:24:39.442,,,,,,,,,,,,0
MSG,3,1,1,400159,1,2018/04/03,19:02:28.577,2018/04/10,21:24:39.443,,2675,,,,,,,,,,
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.588,2018/04/10,21:24:39.443,,,,,,,,,,,,0
MSG,4,1,1,780A5C,1,2018/04/03,19:02:28.589,2018/04/10,21:24:39.443,,,530,86,,,0,,,,,0
MSG,4,1,1,4CAAAE,1,2018/04/03,19:02:28.589,2018/04/10,21:24:39.443,,,310,266,,,-1856,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.599,2018/04/10,21:24:39.443,,,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:28.607,2018/04/10,21:24:39.443,,,,,,,,1017,0,0,0,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.612,2018/04/10,21:24:39.443,,,,,,,,,,,,0
MSG,3,1,1,4CAAAE,1,2018/04/03,19:02:28.619,2018/04/10,21:24:39.443,,25375,,,,,,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:28.625,2018/04/10,21:24:39.443,,,,,,,,,,,,
MSG,3,1,1,424263,1,2018/04/03,19:02:28.631,2018/04/10,21:24:39.443,,35025,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.638,2018/04/10,21:24:39.443,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.639,2018/04/10,21:24:39.443,,,,,,,,,,,,0
MSG,5,1,1,4249B5,1,2018/04/03,19:02:28.649,2018/04/10,21:24:39.443,,7000,,,,,,,0,,0,
MSG,8,1,1,400159,1,2018/04/03,19:02:28.650,2018/04/10,21:24:39.443,,,,,,,,,,,,
MSG,6,1,1,4249B5,1,2018/04/03,19:02:28.656,2018/04/10,21:24:39.443,,,,,,,,2751,0,0,0,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.664,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.689,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.691,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,1,1,1,71BE34,1,2018/04/03,19:02:28.701,2018/04/10,21:24:39.444,AAR542  ,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.715,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.717,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.729,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.730,2018/04/10,21:24:39.444,,7000,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.741,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:28.761,2018/04/10,21:24:39.444,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.766,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,3,1,1,4249B5,1,2018/04/03,19:02:28.780,2018/04/10,21:24:39.444,,7000,,,,,,,,,,0
MSG,5,1,1,4249B5,1,2018/04/03,19:02:28.797,2018/04/10,21:24:39.444,,7000,,,,,,,0,,0,
MSG,4,1,1,424263,1,2018/04/03,19:02:28.801,2018/04/10,21:24:39.444,,,472,76,,,-64,,,,,0
MSG,3,1,1,780A5C,1,2018/04/03,19:02:28.809,2018/04/10,21:24:39.444,,33000,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.818,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.819,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.844,2018/04/10,21:24:39.444,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.845,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.857,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.869,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4242E5,1,2018/04/03,19:02:28.870,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.871,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,4,1,1,400159,1,2018/04/03,19:02:28.877,2018/04/10,21:24:39.445,,,203,314,,,-576,,,,,
MSG,3,1,1,42460C,1,2018/04/03,19:02:28.881,2018/04/10,21:24:39.445,,33975,,,,,,,,,,0
MSG,4,1,1,42460C,1,2018/04/03,19:02:28.881,2018/04/10,21:24:39.445,,,418,170,,,0,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.891,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.896,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.901,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:28.909,2018/04/10,21:24:39.445,,,,,,,,1017,0,0,0,
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.921,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.928,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.929,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.947,2018/04/10,21:24:39.445,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.689,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.691,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,1,1,1,71BE34,1,2018/04/03,19:02:28.701,2018/04/10,21:24:39.446,AAR542  ,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.715,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.717,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.729,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,7,1,1,4249B5,1,2018/04/03,19:02:28.730,2018/04/10,21:24:39.446,,7000,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.741,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:28.761,2018/04/10,21:24:39.446,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.766,2018/04/10,21:24:39.446,,,,,,,,,,,,0
MSG,3,1,1,4249B5,1,2018/04/03,19:02:28.780,2018/04/10,21:24:39.446,,7000,,,,,,,,,,0
MSG,5,1,1,4249B5,1,2018/04/03,19:02:28.797,2018/04/10,21:24:39.446,,7000,,,,,,,0,,0,
MSG,4,1,1,424263,1,2018/04/03,19:02:28.801,2018/04/10,21:24:39.446,,,472,76,,,-64,,,,,0
MSG,3,1,1,780A5C,1,2018/04/03,19:02:28.809,2018/04/10,21:24:39.446,,33000,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.818,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.819,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.844,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.845,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,780C5D,1,2018/04/03,19:02:28.857,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.869,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4242E5,1,2018/04/03,19:02:28.870,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,424263,1,2018/04/03,19:02:28.871,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,4,1,1,400159,1,2018/04/03,19:02:28.877,2018/04/10,21:24:39.447,,,203,314,,,-576,,,,,
MSG,3,1,1,42460C,1,2018/04/03,19:02:28.881,2018/04/10,21:24:39.447,,33975,,,,,,,,,,0
MSG,4,1,1,42460C,1,2018/04/03,19:02:28.881,2018/04/10,21:24:39.447,,,418,170,,,0,,,,,0
MSG,8,1,1,42460C,1,2018/04/03,19:02:28.891,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.896,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.901,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:28.909,2018/04/10,21:24:39.447,,,,,,,,1017,0,0,0,
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.921,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.928,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:28.929,2018/04/10,21:24:39.447,,,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.947,2018/04/10,21:24:39.448,,,,,,,,,,,,0
MSG,3,1,1,71BE34,1,2018/04/03,19:02:28.951,2018/04/10,21:24:39.448,,35000,,,59.73459,31.99796,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.955,2018/04/10,21:24:39.448,,,,,,,,,,,,0
MSG,7,1,1,504DD9,1,2018/04/03,19:02:28.957,2018/04/10,21:24:39.448,,6400,,,,,,,,,,
MSG,3,1,1,780C5D,1,2018/04/03,19:02:28.967,2018/04/10,21:24:39.448,,31000,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.973,2018/04/10,21:24:39.448,,,,,,,,,,,,0
MSG,4,1,1,780C5D,1,2018/04/03,19:02:28.977,2018/04/10,21:24:39.448,,,540,77,,,-64,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.999,2018/04/10,21:24:39.448,,,,,,,,,,,,0
MSG,1,1,1,4249B5,1,2018/04/03,19:02:28.999,2018/04/10,21:24:39.448,AFL032  ,,,,,,,,,,,0
MSG,4,1,1,4248E7,1,2018/04/03,19:02:29.013,2018/04/10,21:24:39.448,,,267,57,,,-576,,,,,0
MSG,4,1,1,4249B5,1,2018/04/03,19:02:29.020,2018/04/10,21:24:39.448,,,226,316,,,0,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:29.047,2018/04/10,21:24:39.448,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.049,2018/04/10,21:24:39.449,,,,,,,,,,,,0
MSG,4,1,1,780A5C,1,2018/04/03,19:02:29.058,2018/04/10,21:24:39.449,,,530,86,,,0,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.075,2018/04/10,21:24:39.449,,,,,,,,,,,,0
MSG,8,1,1,504DD9,1,2018/04/03,19:02:29.092,2018/04/10,21:24:39.449,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.101,2018/04/10,21:24:39.449,,,,,,,,,,,,0
MSG,3,1,1,4248E7,1,2018/04/03,19:02:29.103,2018/04/10,21:24:39.449,,4900,,,,,,,,,,0
MSG,3,1,1,400159,1,2018/04/03,19:02:29.107,2018/04/10,21:24:39.449,,2675,,,59.70865,30.64873,,,,,,
MSG,5,1,1,780C5D,1,2018/04/03,19:02:29.117,2018/04/10,21:24:39.449,,31000,,,,,,,0,,0,
MSG,8,1,1,504DD9,1,2018/04/03,19:02:29.119,2018/04/10,21:24:39.449,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.127,2018/04/10,21:24:39.449,,,,,,,,,,,,0
MSG,4,1,1,4CAAAE,1,2018/04/03,19:02:29.140,2018/04/10,21:24:39.449,,,310,266,,,-1856,,,,,0
MSG,7,1,1,71BE34,1,2018/04/03,19:02:29.145,2018/04/10,21:24:39.449,,35000,,,,,,,,,,
MSG,3,1,1,4CAAAE,1,2018/04/03,19:02:29.149,2018/04/10,21:24:39.449,,25350,,,,,,,,,,0
MSG,8,1,1,71BE34,1,2018/04/03,19:02:29.152,2018/04/10,21:24:39.449,,,,,,,,,,,,0
MSG,7,1,1,71BE34,1,2018/04/03,19:02:29.170,2018/04/10,21:24:39.449,,35000,,,,,,,,,,
MSG,8,1,1,4248E7,1,2018/04/03,19:02:29.173,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,8,1,1,504DD9,1,2018/04/03,19:02:29.180,2018/04/10,21:24:39.450,,,,,,,,,,,,
MSG,8,1,1,400159,1,2018/04/03,19:02:29.203,2018/04/10,21:24:39.450,,,,,,,,,,,,
MSG,8,1,1,71BE34,1,2018/04/03,19:02:29.203,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:29.208,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,6,1,1,400159,1,2018/04/03,19:02:29.212,2018/04/10,21:24:39.450,,,,,,,,1017,0,0,0,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.217,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,3,1,1,71BE34,1,2018/04/03,19:02:28.951,2018/04/10,21:24:39.450,,35000,,,59.73459,31.99796,,,,,,0
MSG,8,1,1,4249B5,1,2018/04/03,19:02:28.955,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,7,1,1,504DD9,1,2018/04/03,19:02:28.957,2018/04/10,21:24:39.450,,6400,,,,,,,,,,
MSG,3,1,1,780C5D,1,2018/04/03,19:02:28.967,2018/04/10,21:24:39.450,,31000,,,,,,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.973,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,4,1,1,780C5D,1,2018/04/03,19:02:28.977,2018/04/10,21:24:39.450,,,540,77,,,-64,,,,,0
MSG,8,1,1,780A5C,1,2018/04/03,19:02:28.999,2018/04/10,21:24:39.450,,,,,,,,,,,,0
MSG,1,1,1,4249B5,1,2018/04/03,19:02:28.999,2018/04/10,21:24:39.450,AFL032  ,,,,,,,,,,,0
MSG,4,1,1,4248E7,1,2018/04/03,19:02:29.013,2018/04/10,21:24:39.450,,,267,57,,,-576,,,,,0
MSG,4,1,1,4249B5,1,2018/04/03,19:02:29.020,2018/04/10,21:24:39.451,,,226,316,,,0,,,,,0
MSG,8,1,1,400159,1,2018/04/03,19:02:29.047,2018/04/10,21:24:39.451,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.049,2018/04/10,21:24:39.451,,,,,,,,,,,,0
MSG,4,1,1,780A5C,1,2018/04/03,19:02:29.058,2018/04/10,21:24:39.451,,,530,86,,,0,,,,,0
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.075,2018/04/10,21:24:39.451,,,,,,,,,,,,0
MSG,8,1,1,504DD9,1,2018/04/03,19:02:29.092,2018/04/10,21:24:39.451,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.101,2018/04/10,21:24:39.451,,,,,,,,,,,,0
MSG,3,1,1,4248E7,1,2018/04/03,19:02:29.103,2018/04/10,21:24:39.451,,4900,,,,,,,,,,0
MSG,3,1,1,400159,1,2018/04/03,19:02:29.107,2018/04/10,21:24:39.451,,2675,,,59.70865,30.64873,,,,,,
MSG,5,1,1,780C5D,1,2018/04/03,19:02:29.117,2018/04/10,21:24:39.451,,31000,,,,,,,0,,0,
MSG,8,1,1,504DD9,1,2018/04/03,19:02:29.119,2018/04/10,21:24:39.451,,,,,,,,,,,,
MSG,8,1,1,4CAAAE,1,2018/04/03,19:02:29.127,2018/04/10,21:24:39.451,,,,,,,,,,,,0
MSG,4,1,1,4CAAAE,1,2018/04/03,19:02:29.140,2018/04/10,21:24:39.451,,,310,266,,,-1856,,,,,0
MSG,7,1,1,71BE34,1,2018/04/03,19:02:29.145,2018/04/10,21:24:39.451,,35000,,,,,,,,,,
